SOURCE_OBJECT_KEY,SOURCE_SYSTEM,SUB_SOURCE_SYSTEM,SOURCE_OBJECT_TYPE,SOURCE_SYSTEM_TYPE,SOURCE_TABLE_DB,SOURCE_TABLE_SCHEMA,COLUMN_ALIAS,SOURCE_TABLE_NAME,SOURCE_TS_COLUMN_NAME,SOURCE_FILTER_CONDITION,SOURCE_DELETE_COLUMN,SOURCE_FILE_PATH,SOURCE_FILE_PATTERN,SOURCE_FILE_TYPE,SOURCE_FILE_FORMAT,SOURCE_FILE_HEADER_FLAG,FILE_FIELD_SEPARATOR,FILE_RECORD_SEPARATOR,FILE_QUOTE_CHARACTER,FILE_ESCAPE_CHARACTER,FILE_ATTRIBUTES_COUNT,DQ_CHECK_REQD,SOURCE_EXTRACT_TYPE,SOURCE_PRIMARY_COLUMNS,SOURCE_HASH_COLUMNS,SOURCE_HASH_EXCLUSION_COLUMNS,TARGET_CONTAINER_NAME,TARGET_PATH,TARGET_TABLE_NAME,IS_ACTIVE,IS_FILE_COMPRESSED,FILE_COMPRESS_FORMAT,SCD_LOAD_TYPE,SOURCE_TABLE_IS_PARTITIONED,SOURCE_TABLE_PARTITION_KEY,SOURCE_API_URL,HISTORY_LOAD_FROM_DATETIME,HISTORY_LOAD_TO_DATETIME,DELIVERY_MECHANISM,DELIVERY_FREQUENCY,OTHER_INFO_1,OTHER_INFO_1_DESCRIPTION,OTHER_INFO_2,OTHER_INFO_2_DESCRIPTION,OTHER_INFO_3,OTHER_INFO_3_DESCRIPTION,OTHER_INFO_4,OTHER_INFO_4_DESCRIPTION,TRIGGER_NAME,LOAD_DURATION_HRS,SLA_THRESHOLD,SCRIPT,DEPENDENT_SOURCE_OBJECT_KEYS,QUEUE_NAME,TARGET_SYSTEM,DAILYOVERLAP,WEEKLYOVERLAP,WEEKLYSYNCDAY,HANDLENULLSINWEEKLY,DIM_FULL_LOAD,NRT_TABLE_NAME,NRT_SCD_LOAD_TYPE
1102180,BFIL,null,TABLE,SQLSERVER,CONSUMERLOAN,CONSUMERLOAN,null,REROUTEDDATAUPLOAD,null,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,null,null,null,curated-layer,BFIL/CONSUMERLOAN,REROUTEDDATAUPLOAD,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,NOT_MASKED,INDICATES WEATHER COLUMN LEVEL MASKING IS ENABLED OR NOT AT SOURCE,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
1102151,BFIL,null,TABLE,SQLSERVER,PRAGATI,PRAGATI,null,LOANWISEDEATHTAG,null,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,null,null,null,curated-layer,BFIL/PRAGATI,LOANWISEDEATHTAG,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,NOT_MASKED,INDICATES WEATHER COLUMN LEVEL MASKING IS ENABLED OR NOT AT SOURCE,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
2001369,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,null,null,null,datawarehouse-layer,TRADE_FINANCE/FACT_DEAL_SUMMARY_MIS,FACT_DEAL_SUMMARY_MIS,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_TRADE_FINANCE_DATAWAREHOUSE_HOURLY,24,null,null,1010007,null,null,null,null,null,null,null,null,SCD-0
2001061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"MERCHANT_IDENTIFIER,SOURCE_SYSTEM",null,null,datawarehouse-layer,PAYMENTS/DIM_MERCHANT,DIM_MERCHANT,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_PAYMENTS_DATAWAREHOUSE_HOURLY,24,null,null,"1025001, 1081003",null,null,null,null,null,null,null,null,SCD-0
2001195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"DATE_SKEY,ATM_SKEY,SOURCE_SYSTEM",null,null,datawarehouse-layer,ATM/FACT_ATM_TRANSACTION_SUMMARY,FACT_ATM_TRANSACTION_SUMMARY,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_ATM_DATAWAREHOUSE_HOURLY,24,null,null,2001031,null,null,null,null,null,null,null,null,SCD-0
2001195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,"DATE_SKEY,ATM_SKEY,SOURCE_SYSTEM",null,null,datawarehouse-layer,ATM/FACT_ATM_TRANSACTION_SUMMARY,FACT_ATM_TRANSACTION_SUMMARY,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_ATM_DATAWAREHOUSE_HOURLY,24,null,null,2001031,null,null,null,null,null,null,null,null,SCD-0
2001161,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datawarehouse-layer,DEBIT_CARD/FACT_DEBIT_CARD_TRANSACTION,FACT_DEBIT_CARD_TRANSACTION,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_DEBIT_CARD_DATAWAREHOUSE_HOURLY,24,null,null,1023030,null,null,null,null,null,null,null,null,SCD-0
2001313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datawarehouse-layer,FOREX/FACT_FOREX_CONVERSION,FACT_FOREX_CONVERSION,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_FOREX_DATAWAREHOUSE_HOURLY,24,null,null,1010016,null,null,null,null,null,null,null,null,SCD-0
2001313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,null,null,null,datawarehouse-layer,FOREX/FACT_FOREX_CONVERSION,FACT_FOREX_CONVERSION,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_FOREX_DATAWAREHOUSE_HOURLY,24,null,null,1010016,null,null,null,null,null,null,null,null,SCD-0
5900436,null,null,TABLE,null,null,DQM,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datamart-layer,report,GBO_BACK_VALUE_DATE_FINAL,1,null,null,SCD-0,0,null,null,null,null,PULL,MONTHLY,/Workspace/EDP/Ingestion/Notebooks/COMPLIANCE/CUSTOMER_MART/REPORTS/GBO_BACK_VALUE_DATE/GBO_VALUE_DATE_MASTER,OTHER_INFO_1 IS USED TO STORE NOTEBOOK PATH,GBO_BACK_VALUE_DATE_FINAL,OTHER_INFO_2 IS USED TO STORE REPORT NAME,null,null,null,null,TGR_DATAMART_RISK_REGULATORY_GENERIC_MONTHLY,24,null,null,"5899901,1002242",null,null,null,null,null,null,null,null,null
2001138,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,null,null,null,datawarehouse-layer,GENERAL_LEDGER/FACT_OGL_TRANSACTION_MIS,FACT_OGL_TRANSACTION_MIS,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_GENERAL_LEDGER_DATAWAREHOUSE_HOURLY,24,null,null,1002146,null,null,null,null,null,null,null,null,SCD-0
1053025,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,swiftMaster,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,swiftMaster,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
2001250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,null,null,null,datawarehouse-layer,CREDIT_CARDS/FACT_CREDIT_CARD_AUTHORIZATION_VIS_MIS,FACT_CREDIT_CARD_AUTHORIZATION_VIS_MIS,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_CREDIT_CARDS_DATAWAREHOUSE_HOURLY,24,null,null,1004002,null,null,null,null,null,null,null,null,SCD-0
1014057,LENTRA,LENTRA_HLP,FILE,ADLS-FILE,null,null,null,REPAYMENTSCHEDULEDETAILS,null,null,null,INBOUND-HLP,repaymentscheduledetails_*.json,null,.json,null,null,null,null,null,null,0,TRANSACTIONAL,NULL,null,null,curated-layer,LENTRA/LENTRA_HLP,REPAYMENTSCHEDULEDETAILS,1,0,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1014026,LENTRA,LENTRA_AHL,FILE,ADLS-FILE,null,null,null,dmDetails,null,null,null,INBOUND-AHL,dmDetails_*.json,null,.json,null,null,null,null,null,null,0,TRANSACTIONAL,NULL,null,null,curated-layer,LENTRA/LENTRA_AHL,dmDetails,1,0,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
5300100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,INCREMENTAL,null,null,null,datamart-layer,null,Liberalised_Remittance_Scheme_Resident_Individuals,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,N,null,Y,null,null,null,null,"The report analyzes and compiles data on ATM and POS transactions made by individual customers, high",TGR_DATAMART_GENERIC_DAILY,24,null,/Workspace/EDP/Ingestion/Notebooks/Generic_NB_Run/queries/nb_Liberalised_Remittance_Scheme_Resident_Individuals,"2001008,2001009,2001010,2001096",null,OPERATIONS,null,null,null,null,null,null,SCD-0
1053026,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,ADIIPaxList,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,ADIIPaxList,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1053027,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,AD2CashUploadFileDetails,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,AD2CashUploadFileDetails,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1053028,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,swiftoutintermediate,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,swiftoutintermediate,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1053029,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,AmendmentFullAmount,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,AmendmentFullAmount,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1053030,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,EntityDigiForex,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,EntityDigiForex,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1053031,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,Ad2CashTxn,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,Ad2CashTxn,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1053032,DIGIFOREX,null,TABLE,SQLSERVER,ONLINETRANSFER,DBO,null,vostroesbrefnumber,null,null,null,null,null,null,null,null,null,null,null,null,null,1,FULL_LOAD,null,null,null,curated-layer,DIGIFOREX/DBO,vostroesbrefnumber,1,null,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
1014033,LENTRA,LENTRA_AHL,FILE,ADLS-FILE,null,null,null,ITRDetailsCustom,null,null,null,INBOUND-AHL,ITRDetailsCustom_*.json,null,.json,null,null,null,null,null,null,0,TRANSACTIONAL,NULL,null,null,curated-layer,LENTRA/LENTRA_AHL,ITRDetailsCustom,1,0,null,SCD-0,0,null,null,null,null,PULL,DAILY,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-0
2001404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"TRANSACTION_NUMBER,INVOICE_NUMBER,ACCOUNT_NUMBER",null,"ETL_BATCH_ID,ETL_CREATED_BY,ETL_CREATED_DATE,ETL_JOB_ID,ETL_LAST_UPDATED_BY,ETL_LAST_UPDATED_DATE,ETL_EFFECTIVE_FROM_DATE,ETL_EFFECTIVE_TO_DATE",datawarehouse-layer,TRADE_FINANCE/FACT_FOREX_VIEW_TRANSACTION,FACT_FOREX_VIEW_TRANSACTION,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_TRADE_FINANCE_DATAWAREHOUSE_HOURLY,24,null,null,1079012,null,null,null,null,null,null,null,null,SCD-0
2001404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,"TRANSACTION_NUMBER,INVOICE_NUMBER,ACCOUNT_NUMBER",null,"ETL_BATCH_ID,ETL_CREATED_BY,ETL_CREATED_DATE,ETL_JOB_ID,ETL_LAST_UPDATED_BY,ETL_LAST_UPDATED_DATE,ETL_EFFECTIVE_FROM_DATE,ETL_EFFECTIVE_TO_DATE",datawarehouse-layer,TRADE_FINANCE/FACT_FOREX_VIEW_TRANSACTION,FACT_FOREX_VIEW_TRANSACTION,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_TRADE_FINANCE_DATAWAREHOUSE_HOURLY,24,null,null,1079012,null,null,null,null,null,null,null,null,SCD-0
2001380,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datawarehouse-layer,OTHERS/FACT_INVENTORY_POSITION_MIS,FACT_INVENTORY_POSITION_MIS,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,1010006,null,null,null,null,null,null,null,null,SCD-0
2001380,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,null,null,null,datawarehouse-layer,OTHERS/FACT_INVENTORY_POSITION_MIS,FACT_INVENTORY_POSITION_MIS,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,1010006,null,null,null,null,null,null,null,null,SCD-0
2001362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,null,null,null,datawarehouse-layer,OTHERS/FACT_CHEQUE_RETURN_DETAIL,FACT_CHEQUE_RETURN_DETAIL,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,"1002077,1002318",null,null,null,null,null,null,null,null,SCD-0
2001362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,null,null,null,datawarehouse-layer,OTHERS/FACT_CHEQUE_RETURN_DETAIL,FACT_CHEQUE_RETURN_DETAIL,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,"1002077,1002318",null,null,null,null,null,null,null,null,SCD-0
2001408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,CIF_INDICATOR,null,null,datawarehouse-layer,OTHERS/DIM_CIF_SEGMENT_EXCEPTIONS,DIM_CIF_SEGMENT_EXCEPTIONS,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,1007220,null,null,null,null,null,null,null,null,SCD-0
2001408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,CIF_INDICATOR,null,null,datawarehouse-layer,OTHERS/DIM_CIF_SEGMENT_EXCEPTIONS,DIM_CIF_SEGMENT_EXCEPTIONS,1,null,null,SCD-2,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,1007220,null,null,null,null,null,null,null,null,SCD-2
2001281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"TRANSACTIONID,PRAN,UNIQUE_TRANSACTION_NUMBER",null,null,datawarehouse-layer,NPS/FACT_NPS_CONTRIBUTION_TRANSACTION,FACT_NPS_CONTRIBUTION_TRANSACTION,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_NPS_DATAWAREHOUSE_HOURLY,24,null,null,1007020,null,null,null,null,null,null,null,null,SCD-0
2001338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"TRADE_IDENTIFICATION,RESET_DATE",null,"ETL_BATCH_ID,ETL_CREATED_BY,ETL_CREATED_DATE,ETL_JOB_ID,ETL_LAST_UPDATED_BY,ETL_LAST_UPDATED_DATE,ETL_EFFECTIVE_FROM_DATE,ETL_EFFECTIVE_TO_DATE",datawarehouse-layer,TRADE_FINANCE/FACT_SAS_MONEY_MARKET_RESET_SCHEDULE,FACT_SAS_MONEY_MARKET_RESET_SCHEDULE,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_TRADE_FINANCE_DATAWAREHOUSE_HOURLY,24,null,null,1089054,null,null,null,null,null,null,null,null,SCD-0
2001338,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRANSACTIONAL,"TRADE_IDENTIFICATION,RESET_DATE",null,"ETL_BATCH_ID,ETL_CREATED_BY,ETL_CREATED_DATE,ETL_JOB_ID,ETL_LAST_UPDATED_BY,ETL_LAST_UPDATED_DATE,ETL_EFFECTIVE_FROM_DATE,ETL_EFFECTIVE_TO_DATE",datawarehouse-layer,TRADE_FINANCE/FACT_SAS_MONEY_MARKET_RESET_SCHEDULE,FACT_SAS_MONEY_MARKET_RESET_SCHEDULE,1,null,null,SCD-0,0,null,null,null,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_TRADE_FINANCE_DATAWAREHOUSE_HOURLY,24,null,null,1089054,null,null,null,null,null,null,null,null,SCD-0
2001339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FULL_LOAD,"ITRAC_REFERENCE_NUMBER,TRANSACTION_PRODUCT_REFERENCE_NUMBER,SOURCE_SYSTEM",null,null,datawarehouse-layer,OTHERS/FACT_IRM_QUEUEWISE_TAT,FACT_IRM_QUEUEWISE_TAT,0,null,null,SCD-0,0,null,null,1990-01-01T00:00:00.000Z,null,PULL,HOURLY,null,null,null,null,null,null,null,null,TGR_OTHERS_DATAWAREHOUSE_HOURLY,24,null,null,1071002,null,null,null,null,null,null,null,null,SCD-0
1102262,BFIL,null,TABLE,SQLSERVER,PTSMART,PTSMART,null,YEAROPENINGANDCLOSEINGENTRIES,null,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,null,null,null,curated-layer,BFIL/PTSMART,YEAROPENINGANDCLOSEINGENTRIES,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,NOT_MASKED,INDICATES WEATHER COLUMN LEVEL MASKING IS ENABLED OR NOT AT SOURCE,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
1102010,BFIL,null,TABLE,SQLSERVER,RDSP_TRANS,RDSP_TRANS,null,AUDIT_LOG_RES,null,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,null,null,null,curated-layer,BFIL/RDSP_TRANS,AUDIT_LOG_RES,1,null,null,SCD-2,0,null,null,null,null,PULL,DAILY,NOT_MASKED,INDICATES WEATHER COLUMN LEVEL MASKING IS ENABLED OR NOT AT SOURCE,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-2
1102012,BFIL,null,TABLE,SQLSERVER,CASHLESSDISBURS,CASHLESSDISBURS,null,AZURE_BSP_CASHLESSDISBURS_DATA,null,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,null,null,null,curated-layer,BFIL/CASHLESSDISBURS,AZURE_BSP_CASHLESSDISBURS_DATA,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,NOT_MASKED,INDICATES WEATHER COLUMN LEVEL MASKING IS ENABLED OR NOT AT SOURCE,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
1102234,BFIL,null,TABLE,SQLSERVER,PTSMART,PTSMART,null,TTUMDISBURSMENTLWDATA,null,null,null,null,null,null,null,null,null,null,null,null,null,1,INCREMENTAL,null,null,null,curated-layer,BFIL/PTSMART,TTUMDISBURSMENTLWDATA,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,NOT_MASKED,INDICATES WEATHER COLUMN LEVEL MASKING IS ENABLED OR NOT AT SOURCE,null,null,null,null,null,null,null,24,null,null,null,null,null,null,null,null,null,null,null,SCD-1
5300013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,INCREMENTAL,null,null,null,datamart-layer,/Volumes/{adb_datasharing_catalog_name}/fileshare_out/{OTHER_INFO_4}/,rbi_query_regulatory_premature_data,1,null,null,SCD-1,0,null,null,null,null,PULL,DAILY,Y,rbi_query_regulatory_premature_data,N,null,null,null,finance,"This report used to manage and report on premature withdrawal or closure of financial products, such",TGR_DATAMART_GENERIC_DAILY,24,null,"SELECT fbd.DATESKEY as period_id , fbd.BRANCH_CODE as SOL , da.Account_number as acct , da.Customer_ID as Customer_No , da.ACCOUNT_NAME as acct_name , J.CUSTOMER_NAME as CUST_FULL_NAME , c.SHEDULE as SCH , C.MAIN_HEAD_DESC , C.SUB_HEAD_1_DESC , C.SUB_HEAD_2_DESC , C.GPR_LEVL_DESC as GL_DES , J.customer_type_DESCription as CUSTYP , N.code_description as CUSTYPDESC , Case when J.customer_type_DESCription in ('AG', 'CP' , 'EA' , 'EB' , 'EC' , 'ED' , 'EG' , 'EM' , 'ES' , 'EY' , 'FA' , 'FD' , 'FE' , 'FF' , 'ID' , 'RT' , 'S1' , 'S5' , 'SA' , 'SD' , 'SP' , 'RB') then 'A.NATURAL_PERSON' else 'B.NON_INDIVIDUAL' end as CUSTYP_GRP , fbd.schm_code as SCHM_CODE , fbd.ACCOUNT_OPENEING_BALANCE , (fbd.ACCOUNT_OPENEING_BALANCE*fbd.currency_rate)/10000000 as ACT_OPN_BAL_CRS, da.ACCOUNT_OPEN_DATE as acct_opn_date , da.ACCOUNT_CLOSE_DATE as acct_cls_date , fbd.c5code , fbd.npa_status , M.CODE_DESCRIPTION AS SCHM_DESC , fbd.CURRENCY_CODE as CCY , fbd.currency_rate , fbd.SEGMENT_CODE as seg , fdir.Interest_Rate , fbd.Credit_Interest_Effective_Rate , fbd.Debit_Interest_Effective_Rate , fbd.CR_BAL_ORG , fbd.DR_BAL_ORG , fbd.START_DATE , fbd.MATURITY_DATE , fbd.Sanct_lim*fbd.currency_rate as LIMIT_Amt , FBD.ENR_BAL_LCY , FBD.GL_SUB_HEAD_CODE AS GL_CODE FROM {adb_datawarehouse_catalog}.liabilities.factbaldly fbd LEFT JOIN {adb_datawarehouse_catalog}.liabilities.fact_daily_interest_rate fdir on fbd.ACID = fdir.ACID AND fdir.ETL_IS_ACTIVE = 1 AND fdir.REPORT_DATE = (SELECT MAX(REPORT_DATE) from {adb_datawarehouse_catalog}.liabilities.fact_daily_interest_rate ) LEFT OUTER JOIN {adb_datawarehouse_catalog}.liabilities.dim_accounts_view da ON fbd.Acid=da.Account_id LEFT OUTER JOIN {adb_datawarehouse_catalog}.masters.dim_glpl C ON fbd.GLPL_ID =C.GLPL_ID_New AND c.ETL_IS_ACTIVE=1 LEFT OUTER JOIN {adb_datawarehouse_catalog}.masters.dim_date H ON fbd.Dateskey =H.Dateskey and H.ETL_IS_ACTIVE=1 LEFT OUTER JOIN {adb_datawarehouse_catalog}.customer.dim_customers_view J ON fbd.Customer_no=J.Customer_id LEFT OUTER JOIN {adb_datawarehouse_catalog}.masters.dim_branch K ON fbd.Branch_code=K.Branch_code LEFT OUTER JOIN {adb_datawarehouse_catalog}.masters.dim_code L ON fbd.NPA_Status =L.Code_Bkey and Code_Type_ID ='92' and L.ETL_IS_ACTIVE=1 LEFT OUTER JOIN {adb_datawarehouse_catalog}.masters.dim_code M on fbd.Schm_code =M.Code_Bkey and M.Code_Type_ID ='100' and M.ETL_IS_ACTIVE=1 LEFT OUTER JOIN {adb_datawarehouse_catalog}.masters.dim_code N on j.Customer_type_Description=N.Code_Bkey and N.Code_Type_ID ='120' ANd N.ETL_IS_ACTIVE =1 WHERE fbd.DATESKEY = ( Select MAX(dateskey) FROM {adb_datawarehouse_catalog}.liabilities.factbaldly) and FBD.GL_SUB_HEAD_CODE between ('36000') and ( '37999') AND da.ACCOUNT_CLOSE_DATE = DATE_FORMAT(DATE_SUB(CURRENT_DATE(), 1), 'yyyy-MM-dd') AND fbd.MATURITY_DATE > DATE_FORMAT(DATE_SUB(CURRENT_DATE(), 1), 'yyyy-MM-dd') AND c.MAIN_HEAD_SR_NO in ('3') and ( fbd.ACCOUNT_OPENEING_BALANCE*fbd.currency_rate) <=20000000 Order by ACT_OPN_BAL_CRS DESC;","2001008,2001009,2001010,2001096,2001459",null,FINANCE,null,null,null,null,null,null,SCD-1
